Image_Index,Original_Filename,Total_Vehicles,Motorcycles,Cars,Trucks
01600,1600.jpg,9,5,2,2
01601,1601.jpg,6,3,1,2
01602,1602.jpg,10,7,2,1
01603,1603.jpg,8,4,2,2
01604,1604.jpg,17,11,4,2
01605,1605.jpg,16,8,5,3
01606,1606.jpg,15,6,6,3
01607,1607.jpg,9,6,2,1
01608,1608.jpg,14,8,3,3
01609,1609.jpg,5,5,0,0
01610,1610.jpg,4,4,0,0
01611,1611.jpg,10,8,2,0
01612,1612.jpg,9,5,3,1
01613,1613.jpg,8,8,0,0
01614,1614.jpg,6,6,0,0
01615,1615.jpg,9,6,2,1
01616,1616.jpg,7,4,2,1
01617,1617.jpg,8,6,2,0
01618,1618.jpg,9,6,1,2
01619,1619.jpg,12,6,4,2
01620,1620.jpg,9,8,0,1
01621,1621.jpg,9,5,1,3
01622,1622.jpg,11,9,1,1
01623,1623.jpg,8,7,0,1
01624,1624.jpg,8,7,1,0
01625,1625.jpg,11,10,0,1
01626,1626.jpg,10,10,0,0
01627,1627.jpg,13,11,0,2
01628,1628.jpg,10,6,2,2
01629,1629.jpg,12,4,3,5
01630,1630.jpg,19,11,4,4
01631,1631.jpg,9,2,2,5
01632,1632.jpg,10,7,2,1
01633,1633.jpg,7,5,1,1
01634,1634.jpg,10,4,3,3
01635,1635.jpg,14,6,5,3
01636,1636.jpg,15,9,5,1
01637,1637.jpg,12,7,2,3
01638,1638.jpg,11,5,3,3
01639,1639.jpg,13,6,4,3
01640,1640.jpg,17,8,5,4
01641,1641.jpg,15,8,5,2
01642,1642.jpg,14,8,4,2
01643,1643.jpg,14,10,2,2
01644,1644.jpg,5,2,1,2
01645,1645.jpg,10,7,1,2
01646,1646.jpg,14,7,4,3
01647,1647.jpg,15,10,2,3
01648,1648.jpg,12,8,1,3
01649,1649.jpg,17,10,4,3
01650,1650.jpg,14,8,3,3
01651,1651.jpg,12,6,4,2
01652,1652.jpg,16,6,4,6
01653,1653.jpg,19,11,4,4
01654,1654.jpg,15,8,5,2
01655,1655.jpg,16,6,4,6
01656,1656.jpg,13,3,5,5
01657,1657.jpg,10,3,4,3
01658,1658.jpg,12,6,4,2
01659,1659.jpg,21,16,3,2
01660,1660.jpg,15,7,6,2
01661,1661.jpg,15,8,6,1
01662,1662.jpg,13,6,6,1
01663,1663.jpg,13,3,5,5
01664,1664.jpg,17,8,7,2
01665,1665.jpg,13,4,7,2
01666,1666.jpg,16,5,9,2
01667,1667.jpg,19,9,8,2
01668,1668.jpg,16,7,5,4
01669,1669.jpg,22,12,7,3
01670,1670.jpg,19,10,8,1
01671,1671.jpg,18,13,4,1
01672,1672.jpg,19,9,9,1
01673,1673.jpg,14,4,8,2
01674,1674.jpg,10,3,4,3
01675,1675.jpg,19,10,8,1
01676,1676.jpg,21,13,6,2
01677,1677.jpg,18,9,7,2
01678,1678.jpg,23,14,7,2
01679,1679.jpg,10,3,6,1
01680,1680.jpg,10,4,4,2
01681,1681.jpg,9,3,5,1
01682,1682.jpg,15,9,5,1
01683,1683.jpg,17,6,10,1
01684,1684.jpg,19,9,9,1
01685,1685.jpg,12,6,4,2
01686,1686.jpg,20,5,9,6
01687,1687.jpg,18,8,7,3
01688,1688.jpg,15,7,5,3
01689,1689.jpg,17,4,8,5
01690,1690.jpg,17,5,6,6
01691,1691.jpg,14,4,6,4
01692,1692.jpg,15,5,7,3
01693,1693.jpg,20,10,7,3
01694,1694.jpg,16,6,5,5
01695,1695.jpg,13,3,5,5
01696,1696.jpg,21,16,3,2
01697,1697.jpg,14,5,5,4
01698,1698.jpg,17,8,6,3
01699,1699.jpg,18,7,8,3
01700,1700.jpg,19,8,7,4
01701,1701.jpg,19,10,4,5
01702,1702.jpg,15,7,4,4
01703,1703.jpg,6,2,3,1
01704,1704.jpg,11,7,2,2
01705,1705.jpg,16,13,2,1
01706,1706.jpg,10,3,3,4
01707,1707.jpg,15,7,6,2
01708,1708.jpg,12,5,3,4
01709,1709.jpg,19,12,4,3
01710,1710.jpg,13,5,5,3
01711,1711.jpg,8,3,2,3
01712,1712.jpg,13,9,2,2
01713,1713.jpg,12,8,2,2
01714,1714.jpg,14,7,5,2
01715,1715.jpg,8,6,0,2
01716,1716.jpg,9,4,2,3
01717,1717.jpg,12,4,4,4
01718,1718.jpg,15,8,6,1
01719,1719.jpg,11,2,5,4
01720,1720.jpg,15,8,4,3
01721,1721.jpg,13,8,2,3
01722,1722.jpg,8,4,2,2
01723,1723.jpg,8,4,3,1
01724,1724.jpg,11,6,3,2
01725,1725.jpg,9,5,3,1
01726,1726.jpg,14,9,1,4
01727,1727.jpg,10,3,2,5
01728,1728.jpg,12,5,2,5
01729,1729.jpg,13,6,6,1
01730,1730.jpg,15,4,5,6
01731,1731.jpg,5,3,1,1
01732,1732.jpg,11,6,2,3
01733,1733.jpg,5,1,0,4
01734,1734.jpg,8,1,3,4
01735,1735.jpg,10,3,4,3
01736,1736.jpg,19,12,4,3
01737,1737.jpg,12,6,2,4
01738,1738.jpg,12,4,4,4
01739,1739.jpg,8,5,0,3
01740,1740.jpg,17,8,7,2
01741,1741.jpg,14,12,2,0
01742,1742.jpg,13,10,2,1
01743,1743.jpg,7,5,1,1
01744,1744.jpg,7,4,1,2
01745,1745.jpg,5,4,1,0
01746,1746.jpg,7,6,1,0
01747,1747.jpg,5,3,2,0
01748,1748.jpg,12,3,8,1
01749,1749.jpg,9,5,2,2
01750,1750.jpg,8,3,2,3
01751,1751.jpg,13,4,7,2
01752,1752.jpg,3,0,1,2
01753,1753.jpg,4,0,2,2
01754,1754.jpg,7,3,3,1
01755,1755.jpg,9,5,2,2
01756,1756.jpg,10,6,1,3
01757,1757.jpg,10,5,2,3
01758,1758.jpg,9,3,3,3
01759,1759.jpg,11,5,3,3
01760,1760.jpg,11,8,2,1
01761,1761.jpg,7,2,4,1
01762,1762.jpg,16,5,9,2
01763,1763.jpg,10,3,5,2
01764,1764.jpg,11,2,6,3
01765,1765.jpg,5,2,2,1
01766,1766.jpg,7,5,1,1
01767,1767.jpg,10,8,1,1
01768,1768.jpg,6,2,3,1
01769,1769.jpg,5,5,0,0
01770,1770.jpg,5,3,1,1
01771,1771.jpg,8,7,1,0
01772,1772.jpg,9,4,4,1
01773,1773.jpg,19,9,8,2
01774,1774.jpg,7,5,1,1
01775,1775.jpg,7,6,0,1
01776,1776.jpg,6,4,1,1
01777,1777.jpg,7,6,1,0
01778,1778.jpg,5,3,0,2
01779,1779.jpg,10,9,1,0
01780,1780.jpg,8,8,0,0
01781,1781.jpg,6,4,2,0
01782,1782.jpg,5,5,0,0
01783,1783.jpg,3,3,0,0
01784,1784.jpg,16,7,5,4
01785,1785.jpg,4,2,1,1
01786,1786.jpg,5,5,0,0
01787,1787.jpg,10,7,2,1
01788,1788.jpg,2,2,0,0
01789,1789.jpg,10,8,1,1
01790,1790.jpg,8,6,1,1
01791,1791.jpg,9,3,3,3
01792,1792.jpg,6,2,1,3
01793,1793.jpg,8,5,0,3
01794,1794.jpg,11,8,1,2
01795,1795.jpg,22,12,7,3
01796,1796.jpg,5,2,2,1
01797,1797.jpg,6,3,0,3
01798,1798.jpg,12,9,1,2
01799,1799.jpg,4,4,0,0
01800,1800.jpg,5,5,0,0
01801,1801.jpg,11,3,4,4
01802,1802.jpg,10,2,4,4
01803,1803.jpg,5,3,1,1
01804,1804.jpg,13,5,5,3
01805,1805.jpg,10,2,4,4
01806,1806.jpg,19,10,8,1
01807,1807.jpg,7,0,3,4
01808,1808.jpg,8,2,2,4
01809,1809.jpg,13,7,3,3
01810,1810.jpg,4,2,0,2
01811,1811.jpg,8,5,0,3
01812,1812.jpg,8,1,3,4
01813,1813.jpg,13,6,4,3
01814,1814.jpg,10,7,1,2
01815,1815.jpg,16,4,8,4
01816,1816.jpg,13,2,8,3
01817,1817.jpg,18,13,4,1
01818,1818.jpg,11,6,4,1
01819,1819.jpg,11,5,2,4
01820,1820.jpg,13,10,2,1
01821,1821.jpg,8,3,4,1
01822,1822.jpg,12,7,3,2
01823,1823.jpg,10,6,2,2
01824,1824.jpg,11,4,4,3
01825,1825.jpg,14,8,4,2
01826,1826.jpg,10,2,6,2
01827,1827.jpg,14,6,6,2
01828,1828.jpg,19,9,9,1
01829,1829.jpg,11,4,4,3
01830,1830.jpg,12,4,6,2
01831,1831.jpg,17,7,7,3
01832,1832.jpg,16,8,6,2
01833,1833.jpg,14,8,5,1
01834,1834.jpg,10,8,2,0
01835,1835.jpg,9,6,1,2
01836,1836.jpg,7,0,3,4
01837,1837.jpg,17,10,4,3
01838,1838.jpg,13,5,5,3
01839,1839.jpg,14,4,8,2
01840,1840.jpg,12,5,4,3
01841,1841.jpg,14,7,3,4
01842,1842.jpg,16,10,2,4
01843,1843.jpg,14,10,3,1
01844,1844.jpg,15,14,0,1
01845,1845.jpg,13,11,0,2
01846,1846.jpg,8,7,0,1
01847,1847.jpg,14,11,1,2
01848,1848.jpg,12,10,2,0
01849,1849.jpg,9,9,0,0
01850,1850.jpg,19,10,8,1
01851,1851.jpg,11,9,2,0
01852,1852.jpg,13,10,1,2
01853,1853.jpg,10,8,1,1
01854,1854.jpg,5,3,0,2
01855,1855.jpg,9,5,2,2
01856,1856.jpg,11,5,4,2
01857,1857.jpg,7,2,1,4
01858,1858.jpg,13,8,4,1
01859,1859.jpg,9,8,1,0
01860,1860.jpg,8,8,0,0
01861,1861.jpg,21,13,6,2
01862,1862.jpg,5,1,2,2
01863,1863.jpg,8,8,0,0
01864,1864.jpg,16,11,4,1
01865,1865.jpg,8,5,2,1
01866,1866.jpg,10,6,1,3
01867,1867.jpg,6,3,0,3
01868,1868.jpg,10,6,1,3
01869,1869.jpg,9,4,2,3
01870,1870.jpg,11,3,4,4
01871,1871.jpg,13,4,4,5
01872,1872.jpg,18,9,7,2
01873,1873.jpg,15,7,4,4
01874,1874.jpg,11,4,5,2
01875,1875.jpg,11,6,2,3
01876,1876.jpg,12,6,3,3
01877,1877.jpg,8,3,2,3
01878,1878.jpg,8,4,2,2
01879,1879.jpg,6,3,1,2
01880,1880.jpg,7,3,2,2
01881,1881.jpg,9,5,2,2
01882,1882.jpg,10,5,3,2
01883,1883.jpg,23,14,7,2
01884,1884.jpg,6,4,1,1
01885,1885.jpg,6,5,0,1
01886,1886.jpg,12,9,1,2
01887,1887.jpg,13,6,3,4
01888,1888.jpg,14,7,4,3
01889,1889.jpg,8,6,0,2
01890,1890.jpg,4,1,1,2
01891,1891.jpg,7,3,2,2
01892,1892.jpg,13,8,3,2
01893,1893.jpg,10,8,0,2
01894,1894.jpg,10,3,6,1
01895,1895.jpg,8,7,1,0
01896,1896.jpg,9,7,2,0
01897,1897.jpg,7,3,2,2
01898,1898.jpg,11,9,0,2
01899,1899.jpg,8,8,0,0
01900,1900.jpg,3,3,0,0
01901,1901.jpg,8,4,2,2
01902,1902.jpg,9,9,0,0
01903,1903.jpg,8,5,2,1
01904,1904.jpg,5,5,0,0
01905,1905.jpg,10,4,4,2
01906,1906.jpg,9,8,0,1
01907,1907.jpg,9,7,1,1
01908,1908.jpg,7,6,1,0
01909,1909.jpg,5,5,0,0
01910,1910.jpg,6,6,0,0
01911,1911.jpg,12,6,3,3
01912,1912.jpg,12,7,2,3
01913,1913.jpg,9,6,2,1
01914,1914.jpg,9,9,0,0
01915,1915.jpg,7,3,2,2
01916,1916.jpg,9,3,5,1
01917,1917.jpg,8,8,0,0
01918,1918.jpg,8,8,0,0
01919,1919.jpg,6,6,0,0
01920,1920.jpg,11,6,4,1
01921,1921.jpg,15,10,4,1
01922,1922.jpg,10,9,0,1
01923,1923.jpg,14,12,2,0
01924,1924.jpg,9,5,2,2
01925,1925.jpg,12,5,6,1
01926,1926.jpg,11,7,2,2
01927,1927.jpg,15,9,5,1
01928,1928.jpg,14,10,2,2
01929,1929.jpg,13,10,1,2
01930,1930.jpg,10,6,2,2
01931,1931.jpg,10,7,1,2
01932,1932.jpg,8,7,1,0
01933,1933.jpg,8,6,1,1
01934,1934.jpg,14,10,2,2
01935,1935.jpg,11,10,1,0
01936,1936.jpg,13,12,0,1
01937,1937.jpg,9,9,0,0
01938,1938.jpg,17,6,10,1
01939,1939.jpg,8,7,1,0
01940,1940.jpg,9,7,1,1
01941,1941.jpg,14,10,3,1
01942,1942.jpg,15,9,2,4
01943,1943.jpg,16,15,0,1
01944,1944.jpg,13,10,2,1
01945,1945.jpg,12,10,1,1
01946,1946.jpg,12,10,2,0
01947,1947.jpg,10,7,2,1
01948,1948.jpg,18,16,2,0
01949,1949.jpg,19,9,9,1
01950,1950.jpg,16,11,3,2
01951,1951.jpg,11,6,3,2
01952,1952.jpg,11,11,0,0
01953,1953.jpg,15,14,1,0
01954,1954.jpg,12,6,5,1
01955,1955.jpg,16,12,4,0
01956,1956.jpg,7,6,1,0
01957,1957.jpg,12,11,1,0
01958,1958.jpg,6,5,1,0
01959,1959.jpg,8,5,1,2
01960,1960.jpg,20,5,9,6
01961,1961.jpg,11,6,1,4
01962,1962.jpg,15,12,1,2
01963,1963.jpg,8,5,2,1
01964,1964.jpg,10,8,1,1
01965,1965.jpg,10,8,1,1
01966,1966.jpg,15,10,2,3
01967,1967.jpg,6,6,0,0
01968,1968.jpg,8,8,0,0
01969,1969.jpg,4,3,0,1
01970,1970.jpg,9,8,1,0
01971,1971.jpg,18,8,7,3
01972,1972.jpg,10,10,0,0
01973,1973.jpg,6,5,0,1
01974,1974.jpg,13,7,4,2
01975,1975.jpg,6,4,0,2
01976,1976.jpg,10,7,2,1
01977,1977.jpg,12,3,3,6
01978,1978.jpg,14,8,2,4
01979,1979.jpg,13,4,4,5
01980,1980.jpg,10,4,2,4
01981,1981.jpg,9,4,2,3
01982,1982.jpg,15,7,5,3
01983,1983.jpg,9,4,2,3
01984,1984.jpg,10,6,2,2
01985,1985.jpg,10,4,3,3
01986,1986.jpg,14,10,2,2
01987,1987.jpg,12,9,1,2
01988,1988.jpg,13,10,1,2
01989,1989.jpg,15,8,5,2
01990,1990.jpg,14,6,5,3
01991,1991.jpg,18,13,4,1
01992,1992.jpg,12,7,3,2
01993,1993.jpg,17,4,8,5
01994,1994.jpg,14,6,4,4
01995,1995.jpg,11,4,4,3
01996,1996.jpg,13,8,2,3
01997,1997.jpg,6,2,2,2
01998,1998.jpg,10,5,3,2
01999,1999.jpg,9,4,2,3
02000,2000.jpg,13,9,3,1
02001,2001.jpg,12,4,5,3
02002,2002.jpg,12,7,2,3
02003,2003.jpg,8,3,1,4
02004,2004.jpg,17,5,6,6
02005,2005.jpg,13,6,3,4
02006,2006.jpg,11,4,4,3
02007,2007.jpg,15,10,2,3
02008,2008.jpg,12,5,4,3
02009,2009.jpg,10,1,5,4
02010,2010.jpg,10,2,5,3
02011,2011.jpg,11,6,3,2
02012,2012.jpg,17,11,5,1
02013,2013.jpg,16,9,6,1
02014,2014.jpg,12,4,6,2
02015,2015.jpg,14,4,6,4
02016,2016.jpg,10,7,0,3
02017,2017.jpg,12,8,0,4
02018,2018.jpg,13,7,1,5
02019,2019.jpg,12,8,0,4
02020,2020.jpg,13,5,5,3
02021,2021.jpg,15,8,4,3
02022,2022.jpg,17,10,4,3
02023,2023.jpg,10,4,4,2
02024,2024.jpg,17,12,4,1
02025,2025.jpg,15,11,3,1
02026,2026.jpg,15,5,7,3
02027,2027.jpg,14,10,2,2
02028,2028.jpg,12,6,3,3
02029,2029.jpg,11,4,3,4
02030,2030.jpg,15,9,4,2
02031,2031.jpg,9,3,2,4
02032,2032.jpg,8,5,1,2
02033,2033.jpg,11,8,1,2
02034,2034.jpg,10,5,2,3
02035,2035.jpg,12,6,2,4
02036,2036.jpg,10,4,4,2
02037,2037.jpg,20,10,7,3
02038,2038.jpg,10,3,4,3
02039,2039.jpg,10,4,3,3
02040,2040.jpg,11,6,4,1
02041,2041.jpg,10,5,2,3
02042,2042.jpg,10,4,3,3
02043,2043.jpg,13,6,4,3
02044,2044.jpg,12,5,4,3
02045,2045.jpg,15,8,5,2
02046,2046.jpg,14,8,4,2
02047,2047.jpg,16,7,7,2
02048,2048.jpg,16,6,5,5
02049,2049.jpg,12,3,7,2
02050,2050.jpg,25,12,9,4
02051,2051.jpg,20,10,8,2
02052,2052.jpg,19,8,7,4
02053,2053.jpg,17,4,9,4
02054,2054.jpg,14,5,6,3
02055,2055.jpg,17,6,6,5
02056,2056.jpg,12,4,5,3
02057,2057.jpg,16,9,5,2
02058,2058.jpg,11,5,4,2
02059,2059.jpg,13,3,5,5
02060,2060.jpg,15,9,4,2
02061,2061.jpg,19,10,6,3
02062,2062.jpg,13,6,5,2
02063,2063.jpg,14,3,9,2
02064,2064.jpg,16,7,7,2
02065,2065.jpg,14,4,7,3
02066,2066.jpg,15,6,5,4
02067,2067.jpg,10,4,2,4
02068,2068.jpg,15,7,4,4
02069,2069.jpg,24,18,4,2
02070,2070.jpg,14,5,5,4
02071,2071.jpg,14,6,8,0
02072,2072.jpg,14,6,8,0
02073,2073.jpg,19,12,5,2
02074,2074.jpg,21,16,5,0
02075,2075.jpg,19,14,4,1
02076,2076.jpg,13,6,4,3
02077,2077.jpg,14,2,9,3
02078,2078.jpg,15,2,11,2
02079,2079.jpg,16,10,5,1
02080,2080.jpg,12,3,6,3
02081,2081.jpg,17,8,6,3
02082,2082.jpg,15,7,5,3
02083,2083.jpg,15,8,4,3
02084,2084.jpg,15,5,7,3
02085,2085.jpg,11,2,6,3
02086,2086.jpg,17,8,4,5
02087,2087.jpg,21,12,5,4
02088,2088.jpg,15,5,6,4
02089,2089.jpg,13,6,5,2
02090,2090.jpg,15,9,3,3
02091,2091.jpg,10,2,3,5
02092,2092.jpg,18,7,8,3
02093,2093.jpg,17,12,4,1
02094,2094.jpg,22,15,3,4
02095,2095.jpg,12,6,3,3
02096,2096.jpg,17,5,8,4
02097,2097.jpg,23,11,8,4
02098,2098.jpg,15,9,5,1
02099,2099.jpg,15,11,2,2
02100,2100.jpg,12,7,1,4
02101,2101.jpg,7,3,1,3
02102,2102.jpg,8,3,3,2
02103,2103.jpg,19,8,7,4
02104,2104.jpg,10,6,2,2
02105,2105.jpg,11,7,3,1
02106,2106.jpg,17,9,5,3
02107,2107.jpg,15,6,6,3
02108,2108.jpg,16,10,5,1
02109,2109.jpg,12,8,3,1
02110,2110.jpg,9,3,4,2
02111,2111.jpg,12,7,4,1
02112,2112.jpg,10,3,5,2
02113,2113.jpg,11,7,2,2
02114,2114.jpg,19,10,4,5
02115,2115.jpg,11,6,2,3
02116,2116.jpg,14,9,1,4
02117,2117.jpg,14,8,2,4
02118,2118.jpg,15,9,3,3
02119,2119.jpg,17,10,3,4
02120,2120.jpg,15,10,3,2
02121,2121.jpg,26,23,1,2
02122,2122.jpg,12,9,1,2
02123,2123.jpg,14,8,3,3
02124,2124.jpg,16,8,3,5
02125,2125.jpg,15,7,4,4
02126,2126.jpg,12,10,1,1
02127,2127.jpg,16,10,3,3
02128,2128.jpg,19,13,3,3
02129,2129.jpg,13,7,3,3
02130,2130.jpg,22,16,4,2
02131,2131.jpg,17,10,5,2
02132,2132.jpg,19,12,5,2
02133,2133.jpg,17,9,6,2
02134,2134.jpg,21,14,6,1
02135,2135.jpg,17,13,4,0
02136,2136.jpg,6,2,3,1
02137,2137.jpg,20,13,6,1
02138,2138.jpg,19,14,4,1
02139,2139.jpg,22,16,5,1
02140,2140.jpg,11,4,2,5
02141,2141.jpg,13,4,5,4
02142,2142.jpg,19,12,3,4
02143,2143.jpg,11,3,3,5
02144,2144.jpg,19,17,1,1
02145,2145.jpg,15,11,2,2
02146,2146.jpg,21,11,5,5
02147,2147.jpg,11,7,2,2
02148,2148.jpg,20,10,4,6
02149,2149.jpg,19,10,6,3
02150,2150.jpg,15,8,5,2
02151,2151.jpg,17,11,2,4
02152,2152.jpg,13,7,1,5
02153,2153.jpg,16,10,3,3
02154,2154.jpg,21,17,2,2
02155,2155.jpg,15,11,1,3
02156,2156.jpg,16,13,0,3
02157,2157.jpg,7,5,1,1
02158,2158.jpg,16,13,2,1
02159,2159.jpg,15,12,1,2
02160,2160.jpg,10,8,1,1
02161,2161.jpg,12,10,1,1
02162,2162.jpg,14,11,2,1
02163,2163.jpg,19,14,2,3
02164,2164.jpg,17,16,1,0
02165,2165.jpg,14,13,1,0
02166,2166.jpg,11,10,1,0
02167,2167.jpg,18,15,1,2
02168,2168.jpg,21,18,3,0
02169,2169.jpg,10,3,3,4
02170,2170.jpg,19,14,5,0
02171,2171.jpg,25,19,6,0
02172,2172.jpg,17,11,5,1
02173,2173.jpg,18,12,5,1
02174,2174.jpg,22,15,5,2
02175,2175.jpg,17,12,3,2
02176,2176.jpg,26,18,5,3
02177,2177.jpg,17,10,7,0
02178,2178.jpg,20,12,6,2
02179,2179.jpg,24,17,4,3
02180,2180.jpg,12,5,3,4
02181,2181.jpg,18,11,6,1
02182,2182.jpg,21,15,4,2
02183,2183.jpg,19,14,3,2
02184,2184.jpg,23,18,4,1
02185,2185.jpg,22,16,5,1
02186,2186.jpg,20,14,4,2
02187,2187.jpg,26,15,7,4
02188,2188.jpg,21,10,6,5
02189,2189.jpg,18,10,3,5
02190,2190.jpg,17,12,2,3
02191,2191.jpg,19,12,4,3
02192,2192.jpg,21,17,2,2
02193,2193.jpg,25,18,4,3
02194,2194.jpg,21,12,7,2
02195,2195.jpg,14,4,7,3
02196,2196.jpg,21,12,6,3
02197,2197.jpg,13,4,6,3
02198,2198.jpg,20,15,3,2
02199,2199.jpg,14,11,2,1
02200,2200.jpg,27,21,3,3
02201,2201.jpg,15,8,4,3
02202,2202.jpg,13,5,5,3
02203,2203.jpg,14,9,3,2
02204,2204.jpg,12,7,2,3
02205,2205.jpg,9,4,2,3
02206,2206.jpg,17,10,3,4
02207,2207.jpg,23,15,3,5
02208,2208.jpg,15,9,4,2
02209,2209.jpg,13,8,3,2
02210,2210.jpg,16,13,1,2
02211,2211.jpg,13,9,2,2
02212,2212.jpg,19,14,2,3
02213,2213.jpg,8,3,2,3
02214,2214.jpg,10,7,2,1
02215,2215.jpg,10,6,2,2
02216,2216.jpg,12,6,3,3
02217,2217.jpg,11,6,2,3
02218,2218.jpg,17,11,3,3
02219,2219.jpg,14,12,0,2
02220,2220.jpg,18,13,0,5
02221,2221.jpg,15,11,0,4
02222,2222.jpg,14,12,0,2
02223,2223.jpg,10,3,4,3
02224,2224.jpg,13,9,2,2
02225,2225.jpg,12,5,3,4
02226,2226.jpg,13,7,3,3
02227,2227.jpg,14,9,3,2
02228,2228.jpg,26,13,9,4
02229,2229.jpg,15,8,6,1
02230,2230.jpg,10,3,3,4
02231,2231.jpg,13,6,3,4
02232,2232.jpg,8,4,2,2
02233,2233.jpg,9,5,2,2
02234,2234.jpg,18,12,3,3
02235,2235.jpg,12,8,2,2
02236,2236.jpg,21,16,2,3
02237,2237.jpg,15,12,3,0
02238,2238.jpg,12,6,4,2
02239,2239.jpg,14,7,5,2
02240,2240.jpg,6,2,2,2
02241,2241.jpg,15,13,1,1
02242,2242.jpg,15,13,1,1
02243,2243.jpg,16,11,3,2
02244,2244.jpg,14,6,5,3
02245,2245.jpg,18,13,4,1
02246,2246.jpg,14,7,5,2
02247,2247.jpg,15,11,3,1
02248,2248.jpg,17,11,4,2
02249,2249.jpg,14,10,2,2
02250,2250.jpg,13,5,5,3
02251,2251.jpg,11,4,5,2
02252,2252.jpg,18,14,2,2
02253,2253.jpg,20,17,2,1
02254,2254.jpg,20,16,3,1
02255,2255.jpg,13,7,5,1
02256,2256.jpg,20,14,5,1
02257,2257.jpg,8,6,0,2
02258,2258.jpg,19,16,2,1
02259,2259.jpg,23,21,1,1
02260,2260.jpg,18,12,5,1
02261,2261.jpg,16,12,3,1
02262,2262.jpg,11,10,1,0
02263,2263.jpg,9,4,2,3
02264,2264.jpg,12,4,4,4
02265,2265.jpg,11,2,5,4
02266,2266.jpg,15,8,4,3
02267,2267.jpg,13,8,2,3
02268,2268.jpg,8,4,2,2
02269,2269.jpg,8,4,3,1
02270,2270.jpg,11,6,3,2
02271,2271.jpg,9,5,3,1
02272,2272.jpg,14,9,1,4
02273,2273.jpg,10,3,2,5
02274,2274.jpg,12,5,2,5
02275,2275.jpg,15,4,5,6
02276,2276.jpg,5,3,1,1
02277,2277.jpg,11,6,2,3
02278,2278.jpg,5,1,0,4
02279,2279.jpg,8,1,3,4
02280,2280.jpg,10,3,4,3
02281,2281.jpg,19,12,4,3
02282,2282.jpg,12,6,2,4
02283,2283.jpg,12,4,4,4
02284,2284.jpg,8,5,0,3
02285,2285.jpg,14,12,2,0
02286,2286.jpg,13,10,2,1
02287,2287.jpg,7,5,1,1
02288,2288.jpg,7,4,1,2
02289,2289.jpg,5,4,1,0
02290,2290.jpg,7,6,1,0
02291,2291.jpg,5,3,2,0
02292,2292.jpg,12,3,8,1
02293,2293.jpg,9,5,2,2
02294,2294.jpg,8,3,2,3
02295,2295.jpg,3,0,1,2
02296,2296.jpg,4,0,2,2
02297,2297.jpg,7,3,3,1
02298,2298.jpg,9,5,2,2
02299,2299.jpg,10,6,1,3
02300,2300.jpg,10,5,2,3
02301,2301.jpg,9,3,3,3
02302,2302.jpg,11,5,3,3
02303,2303.jpg,11,8,2,1
02304,2304.jpg,7,2,4,1
02305,2305.jpg,10,3,5,2
02306,2306.jpg,11,2,6,3
02307,2307.jpg,5,2,2,1
02308,2308.jpg,7,5,1,1
02309,2309.jpg,10,8,1,1
02310,2310.jpg,6,2,3,1
02311,2311.jpg,5,5,0,0
02312,2312.jpg,5,3,1,1
02313,2313.jpg,8,7,1,0
02314,2314.jpg,9,4,4,1
02315,2315.jpg,7,5,1,1
02316,2316.jpg,7,6,0,1
02317,2317.jpg,6,4,1,1
02318,2318.jpg,7,6,1,0
02319,2319.jpg,5,3,0,2
02320,2320.jpg,10,9,1,0
02321,2321.jpg,8,8,0,0
02322,2322.jpg,6,4,2,0
02323,2323.jpg,5,5,0,0
02324,2324.jpg,3,3,0,0
02325,2325.jpg,4,2,1,1
02326,2326.jpg,5,5,0,0
02327,2327.jpg,10,7,2,1
02328,2328.jpg,2,2,0,0
02329,2329.jpg,10,8,1,1
02330,2330.jpg,8,6,1,1
02331,2331.jpg,9,3,3,3
02332,2332.jpg,6,2,1,3
02333,2333.jpg,8,5,0,3
02334,2334.jpg,11,8,1,2
02335,2335.jpg,5,2,2,1
02336,2336.jpg,6,3,0,3
02337,2337.jpg,12,9,1,2
02338,2338.jpg,4,4,0,0
02339,2339.jpg,5,5,0,0
02340,2340.jpg,11,3,4,4
02341,2341.jpg,10,2,4,4
02342,2342.jpg,5,3,1,1
02343,2343.jpg,13,5,5,3
02344,2344.jpg,10,2,4,4
02345,2345.jpg,7,0,3,4
02346,2346.jpg,8,2,2,4
02347,2347.jpg,13,7,3,3
02348,2348.jpg,4,2,0,2
02349,2349.jpg,8,5,0,3
02350,2350.jpg,8,1,3,4
02351,2351.jpg,13,6,4,3
02352,2352.jpg,10,7,1,2
02353,2353.jpg,16,4,8,4
02354,2354.jpg,13,2,8,3
02355,2355.jpg,11,6,4,1
02356,2356.jpg,11,5,2,4
02357,2357.jpg,13,10,2,1
02358,2358.jpg,8,3,4,1
02359,2359.jpg,12,7,3,2
02360,2360.jpg,10,6,2,2
02361,2361.jpg,11,4,4,3
02362,2362.jpg,14,8,4,2
02363,2363.jpg,10,2,6,2
02364,2364.jpg,14,6,6,2
02365,2365.jpg,11,4,4,3
02366,2366.jpg,12,4,6,2
02367,2367.jpg,17,7,7,3
02368,2368.jpg,16,8,6,2
02369,2369.jpg,14,8,5,1
02370,2370.jpg,10,8,2,0
02371,2371.jpg,9,6,1,2
02372,2372.jpg,7,0,3,4
02373,2373.jpg,17,10,4,3
02374,2374.jpg,13,5,5,3
